target_chembl_id,target_name,uniprot_acc,ensembl_id
CHEMBL5725158,Proline-rich protein 12,Q9ULL5,ENSG00000126464
CHEMBL5725159,Poly(U)-binding-splicing factor PUF60,Q9UHX1,ENSG00000179950
CHEMBL5725160,Xaa-Arg dipeptidase,Q8IYS1,ENSG00000146281
CHEMBL5725161,Paraspeckle component 1,Q8WXF1,ENSG00000121390
CHEMBL5725162,Pre-mRNA-processing-splicing factor 8,Q6P2Q9,ENSG00000274442
CHEMBL5725163,Serine/threonine-protein phosphatase 1 regulatory subunit 10,Q96QC0,ENSG00000230995
CHEMBL5725164,Pre-mRNA-processing factor 6,O94906,ENSG00000101161
CHEMBL5725165,U4/U6 small nuclear ribonucleoprotein Prp31,Q8WWY3,ENSG00000276421
CHEMBL5725166,Profilin-2,P35080,ENSG00000070087
CHEMBL5725167,Pre-mRNA-processing factor 19,Q9UMS4,ENSG00000110107
CHEMBL5725168,PHD finger-like domain-containing protein 5A,Q7RTV0,ENSG00000100410
CHEMBL5725169,Programmed cell death protein 2-like,Q9BRP1,ENSG00000126249
CHEMBL5725170,RING-type E3 ubiquitin-protein ligase PPIL2,Q13356,ENSG00000100023
CHEMBL5725171,Pyridoxal phosphate homeostasis protein,O94903,ENSG00000147471
CHEMBL5725172,Protein PBDC1,Q9BVG4,ENSG00000102390
CHEMBL5725173,PITH domain-containing protein 1,Q9GZP4,ENSG00000057757
CHEMBL5725174,E3 SUMO-protein ligase PIAS4,Q8N2W9,ENSG00000105229
CHEMBL5725175,PCI domain-containing protein 2,Q5JVF3,ENSG00000126226
CHEMBL5725176,Sister chromatid cohesion protein PDS5 homolog A,Q29RF7,ENSG00000121892
CHEMBL5725177,Programmed cell death 6-interacting protein,Q8WUM4,ENSG00000170248
CHEMBL5725178,Pescadillo homolog,O00541,ENSG00000100029
CHEMBL5725179,RNA polymerase II-associated factor 1 homolog,Q8N7H5,ENSG00000006712
CHEMBL5725180,PAX3- and PAX7-binding protein 1,Q9Y5B6,ENSG00000263141
CHEMBL5725181,Transcriptional repressor p66-beta,Q8WXI9,ENSG00000261992
CHEMBL5725182,Male-specific lethal 1 homolog,Q68DK7,ENSG00000188895
CHEMBL5725183,Nuclear migration protein nudC,Q9Y266,ENSG00000090273
CHEMBL5725184,Nuclear mitotic apparatus protein 1,Q14980,ENSG00000137497
CHEMBL5725185,Glycylpeptide N-tetradecanoyltransferase,Q9U419,
CHEMBL5725186,Nucleolar complex protein 4 homolog,Q9BVI4,ENSG00000288146
CHEMBL5725187,Origin recognition complex subunit 5,O43913,ENSG00000164815
CHEMBL5725188,Neurabin-2,Q96SB3,ENSG00000108819
CHEMBL5725189,Nuclear pore complex protein Nup93,Q8N1F7,ENSG00000102900
CHEMBL5725190,Nuclear pore complex protein Nup205,Q92621,ENSG00000155561
CHEMBL5725191,NHP2-like protein 1,P55769,ENSG00000100138
CHEMBL5725192,"Nuclear factor of activated T-cells, cytoplasmic 3",Q12968,ENSG00000072736
CHEMBL5725193,Nuclear factor related to kappa-B-binding protein,Q6P4R8,ENSG00000170322
CHEMBL5725194,Mediator of DNA damage checkpoint protein 1,Q14676,ENSG00000234012
CHEMBL5725195,Enhancer of rudimentary homolog,P84090,ENSG00000100632
CHEMBL5725196,HEAT repeat-containing protein 1,Q9H583,ENSG00000119285
CHEMBL5725197,Exosome complex component RRP45,Q06265,ENSG00000123737
CHEMBL5725198,Zinc finger protein Gfi-1,Q99684,ENSG00000162676
CHEMBL5725199,Engulfment and cell motility protein 1,Q92556,ENSG00000155849
CHEMBL6066065,A disintegrin and metalloproteinase with thrombospondin motifs 12,P58397,ENSG00000151388
CHEMBL6066101,Fc receptor-like protein 5,Q96RD9,ENSG00000143297
CHEMBL6066150,Cell division protein FtsZ,A0A0H2ZNE0,
CHEMBL6066151,Methionine--tRNA ligase,A0A3N3ZFK4,
CHEMBL6066152,Methionine--tRNA ligase,P67578,
CHEMBL6066153,Non-structural protein 4b,F5B4I0,
CHEMBL6066155,Alpha-protein kinase 3,Q96L96,ENSG00000136383
CHEMBL6066156,P-type sodium-transporting ATPase4,A0A143ZZK9,
CHEMBL6066157,DNA-directed RNA polymerase II subunit RPB2,P30876,ENSG00000047315
CHEMBL6066158,General transcription factor IIF subunit 1,P35269,ENSG00000125651
CHEMBL6066159,Splicing factor 3A subunit 2,Q15428,ENSG00000104897
CHEMBL6066160,Serine/arginine-rich splicing factor 7,Q16629,ENSG00000115875
CHEMBL6066161,Symplekin,Q92797,ENSG00000125755
CHEMBL6066162,Translocon-associated protein subunit alpha,P43307,ENSG00000124783
CHEMBL6066163,PWWP domain-containing protein 2B,Q6NUJ5,ENSG00000171813
CHEMBL6066164,Serine/arginine repetitive matrix protein 2,Q9UQ35,ENSG00000167978
CHEMBL6066165,Chromodomain-helicase-DNA-binding protein 8,Q9HCK8,ENSG00000100888
CHEMBL6066166,U2 small nuclear ribonucleoprotein A',P09661,ENSG00000131876
CHEMBL6066167,T-complex protein 1 subunit alpha,P17987,ENSG00000120438
CHEMBL6066168,Signal recognition particle subunit SRP72,O76094,ENSG00000174780
CHEMBL6066169,Serine/arginine-rich splicing factor 3,P84103,ENSG00000112081
CHEMBL6066170,Proliferation marker protein Ki-67,P46013,ENSG00000148773
CHEMBL6066171,T-complex protein 1 subunit gamma,P49368,ENSG00000163468
CHEMBL6066172,AT-rich interactive domain-containing protein 1A,O14497,ENSG00000117713
CHEMBL6066173,Beta/gamma crystallin domain-containing protein 1,Q9Y4K1,ENSG00000112297
CHEMBL6066174,Transcription initiation factor TFIID subunit 5,Q15542,ENSG00000148835
CHEMBL6066175,Cleavage and polyadenylation specificity factor subunit 2,Q9P2I0,ENSG00000165934
CHEMBL6066176,Splicing factor 3B subunit 6,Q9Y3B4,ENSG00000115128
CHEMBL6066177,Protein pelota homolog,Q9BRX2,ENSG00000152684
CHEMBL6066178,Cleavage and polyadenylation specificity factor subunit 4,O95639,ENSG00000160917
CHEMBL6066179,Kinesin-like protein KIF18B,Q86Y91,ENSG00000186185
CHEMBL6066180,Protein DEK,P35659,ENSG00000124795
CHEMBL6066181,Splicing factor 3B subunit 4,Q15427,ENSG00000143368
CHEMBL6066182,Ribonuclease P protein subunit p30,P78346,ENSG00000148688
CHEMBL6066183,Centromere-associated protein E,Q6RT24,
CHEMBL6066184,Chitinase-3-like protein 1,Q61362,
CHEMBL6066185,IMP-specific 5'-nucleotidase 1,A0A144A134,
CHEMBL6066201,Triple specificity protein phosphatase PtpB,I6WXK4,
CHEMBL6066202,WD repeat-containing protein 5,P61965,
CHEMBL6066203,Insulin-like growth factor 2 mRNA-binding protein 2,Q9Y6M1,ENSG00000073792
CHEMBL6066204,Dual specificity protein phosphatase CDC14B,O60729,ENSG00000081377
CHEMBL6066205,Caspase-7,P97864,
CHEMBL6066206,Sterol 24-C-methyltransferase,O74198,
CHEMBL6066208,Kelch-like protein 3,Q9UH77,ENSG00000146021
CHEMBL6066209,"Glutamate receptor ionotropic, kainate 5",Q61626,
CHEMBL6066210,Mitochondrial import receptor subunit TOM70,O94826,ENSG00000154174
CHEMBL6066211,Galectin-9C,Q6DKI2,ENSG00000171916
CHEMBL6066212,Phosphoserine aminotransferase,Q9Y617,ENSG00000135069
CHEMBL6066213,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",F7CVL0,
CHEMBL6066214,Developmentally-regulated GTP-binding protein 1,Q9Y295,ENSG00000185721
CHEMBL6066215,Mitochondrial import receptor subunit TOM34,Q15785,ENSG00000025772
CHEMBL6066216,Nuclear autoantigen Sp-100,P23497,ENSG00000067066
CHEMBL6066217,E3 ubiquitin-protein ligase pellino homolog 1,Q96FA3,ENSG00000197329
CHEMBL6066218,Chitinase-3-like protein 2,Q15782,ENSG00000064886
CHEMBL6066219,Ran-specific GTPase-activating protein,P43487,ENSG00000099901
CHEMBL6066220,Ferritin heavy chain,P02794,ENSG00000167996
CHEMBL6066221,GDNF family receptor alpha-3,O60609,ENSG00000146013
CHEMBL6066222,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,O43765,ENSG00000104969
CHEMBL6066223,Folate receptor alpha,P35846,
CHEMBL6066224,Pyroglutamyl-peptidase 1,Q9NXJ5,ENSG00000130517
CHEMBL6066225,N-arachidonyl glycine receptor,Q8K1Z6,
CHEMBL6066226,RNA-directed RNA polymerase L,Q9E005,
CHEMBL6066227,Peptidyl-prolyl cis-trans isomerase E,Q9UNP9,ENSG00000084072
CHEMBL6066228,RNA-directed RNA polymerase L,A5HC98,
CHEMBL6066229,Sodium-coupled neutral amino acid symporter 1,Q9H2H9,ENSG00000111371
CHEMBL6066230,Protein arginine N-methyltransferase 3,Q922H1,
CHEMBL6066231,Sp110 nuclear body protein,Q9HB58,ENSG00000135899
CHEMBL6066232,N-lysine methyltransferase SMYD2,Q8R5A0,
CHEMBL6066233,Integrin beta-4,P16144,ENSG00000132470
CHEMBL6066234,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,P46977,ENSG00000134910
CHEMBL6066235,Kelch-like protein 12,Q53G59,ENSG00000117153
CHEMBL6066236,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,Q8TCJ2,ENSG00000163527
CHEMBL6066237,Crk-like protein,P47941,
CHEMBL6066238,Sodium-coupled neutral amino acid symporter 2,Q96QD8,ENSG00000134294
CHEMBL6066239,Platelet glycoprotein VI,P0C191,
CHEMBL6066240,Tissue factor pathway inhibitor 2,P48307,ENSG00000105825
CHEMBL6066241,Histone-lysine N-methyltransferase KMT5B,Q3U8K7,
CHEMBL6066242,PHD finger protein 20-like protein 1,A8MW92,ENSG00000129292
CHEMBL6066243,Telomerase Cajal body protein 1,Q9BUR4,ENSG00000141499
CHEMBL6066244,GDNF family receptor alpha-2,O00451,ENSG00000168546
CHEMBL6066245,E3 ubiquitin-protein ligase UBR1,Q8IWV7,ENSG00000159459
CHEMBL6066246,Palmitoyltransferase ZDHHC7,Q9NXF8,ENSG00000153786
CHEMBL6066247,"ATP synthase F(1) complex subunit delta, mitochondrial",P30049,ENSG00000099624
CHEMBL6066248,COP9 signalosome complex subunit 3,Q9UNS2,ENSG00000141030
CHEMBL6066249,Cytoplasmic dynein 1 light intermediate chain 2,O43237,ENSG00000135720
CHEMBL6066250,Extended synaptotagmin-2,A0FGR8,ENSG00000117868
CHEMBL6066251,Katanin p60 ATPase-containing subunit A-like 2,Q8IYT4,ENSG00000167216
CHEMBL6066252,Sphingomyelin phosphodiesterase 4,Q9NXE4,ENSG00000136699
CHEMBL6066253,Lipopolysaccharide-responsive and beige-like anchor protein,P50851,ENSG00000198589
CHEMBL6066254,Protein S100-A11,P31949,ENSG00000163191
CHEMBL6066255,Exportin-6,Q96QU8,ENSG00000169180
CHEMBL6066256,Vitamin K epoxide reductase complex subunit 1-like protein 1,Q8N0U8,ENSG00000196715
CHEMBL6066257,Nuclear pore complex protein Nup160,Q12769,ENSG00000030066
CHEMBL6066258,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",Q92685,ENSG00000214160
CHEMBL6066259,TRAF-type zinc finger domain-containing protein 1,O14545,ENSG00000135148
CHEMBL6066260,TRMT1-like protein,Q7Z2T5,ENSG00000121486
CHEMBL6066261,"Keratin, type II cytoskeletal 4",P19013,ENSG00000170477
CHEMBL6066262,Programmed cell death protein 10,Q9BUL8,ENSG00000114209
CHEMBL6066263,Phosphatidylinositol transfer protein beta isoform,P48739,ENSG00000180957
CHEMBL6066264,Phosphatidate cytidylyltransferase 2,O95674,ENSG00000101290
CHEMBL6066265,Protein phosphatase 1F,P49593,ENSG00000100034
CHEMBL6066266,Cytosolic non-specific dipeptidase,Q96KP4,ENSG00000133313
CHEMBL6066267,Mitochondrial Rho GTPase 2,Q8IXI1,ENSG00000140983
CHEMBL6066268,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",Q9NUI1,ENSG00000274296
CHEMBL6066269,Probable rRNA-processing protein EBP2,Q99848,ENSG00000117395
CHEMBL6066270,Heterogeneous nuclear ribonucleoprotein A0,Q13151,ENSG00000177733
CHEMBL6066271,Junction plakoglobin,P14923,ENSG00000173801
CHEMBL6066272,ER lumen protein-retaining receptor 1,P24390,ENSG00000105438
CHEMBL6066273,Myosin light polypeptide 6,P60660,ENSG00000092841
CHEMBL6066274,Annexin A11,P50995,ENSG00000122359
CHEMBL6066275,Protein transport protein Sec23B,Q15437,ENSG00000101310
CHEMBL6066276,Mitochondrial import inner membrane translocase subunit Tim13,Q9Y5L4,ENSG00000099800
CHEMBL6066277,Transmembrane protein 161A,Q9NX61,ENSG00000064545
CHEMBL6066278,Oxysterol-binding protein-related protein 3,Q9H4L5,ENSG00000070882
CHEMBL6066279,T-complex protein 1 subunit zeta,P40227,ENSG00000146731
CHEMBL6066280,Cerebellar degeneration-related protein 2,Q01850,ENSG00000140743
CHEMBL6066281,Collagen alpha-1(XIV) chain,Q05707,ENSG00000187955
CHEMBL6066282,Dynein axonemal heavy chain 12,Q6ZR08,ENSG00000174844
CHEMBL6066283,Cytoplasmic dynein 1 light intermediate chain 1,Q9Y6G9,ENSG00000144635
CHEMBL6066284,Huntingtin-interacting protein K,Q9NX55,ENSG00000242028
CHEMBL6066285,Sorting and assembly machinery component 50 homolog,Q9Y512,ENSG00000100347
CHEMBL6066286,Ras association domain-containing protein 5,Q8WWW0,ENSG00000266094
CHEMBL6066287,26S proteasome non-ATPase regulatory subunit 9,O00233,ENSG00000110801
CHEMBL6066288,Kunitz-type protease inhibitor 2,O43291,ENSG00000167642
CHEMBL6066289,Protein THEM6,Q8WUY1,ENSG00000130193
CHEMBL6066290,Natural cytotoxicity triggering receptor 1,O76036,ENSG00000278025
CHEMBL6066291,Amine oxidase [flavin-containing] A,Q6Q2J0,
CHEMBL6066292,"ATP synthase peripheral stalk subunit OSCP, mitochondrial",P48047,ENSG00000241837
CHEMBL6066293,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",P13073,ENSG00000131143
CHEMBL6066294,mRNA export factor RAE1,P78406,ENSG00000101146
CHEMBL6066295,Endoplasmic reticulum resident protein 29,P30040,ENSG00000089248
CHEMBL6066296,Alpha-internexin,Q16352,ENSG00000148798
CHEMBL6066297,Argininosuccinate synthase,P00966,ENSG00000130707
CHEMBL6066298,Cytoplasmic FMR1-interacting protein 2,Q96F07,ENSG00000055163
CHEMBL6066299,"Tryptophan--tRNA ligase, cytoplasmic",P23381,ENSG00000140105
CHEMBL6066300,Synaptosomal-associated protein 23,O00161,ENSG00000092531
CHEMBL6066301,Transmembrane emp24 domain-containing protein 2,Q15363,ENSG00000086598
CHEMBL6066302,General transcription factor 3C polypeptide 3,Q9Y5Q9,ENSG00000119041
CHEMBL6066303,Putative protein-lysine deacylase ABHD14B,Q96IU4,ENSG00000114779
CHEMBL6066304,"ATP synthase F(0) complex subunit k, mitochondrial",Q96IX5,ENSG00000173915
CHEMBL6066305,Vesicle-associated membrane protein 7,P51809,ENSG00000124333
CHEMBL6066306,Histone H1.3,P16402,ENSG00000124575
CHEMBL6066307,Eukaryotic translation initiation factor 3 subunit K,Q9UBQ5,ENSG00000282986
CHEMBL6066308,UBX domain-containing protein 4,Q92575,ENSG00000144224
CHEMBL6066309,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",P09543,ENSG00000173786
CHEMBL6066310,"3-ketoacyl-CoA thiolase, mitochondrial",P42765,ENSG00000167315
CHEMBL6066311,ATPase GET3,O43681,ENSG00000198356
CHEMBL6066312,Vesicle-associated membrane protein 8,Q9BV40,ENSG00000118640
CHEMBL6066313,Signal recognition particle subunit SRP68,Q9UHB9,ENSG00000167881
CHEMBL6066314,"Single-stranded DNA-binding protein, mitochondrial",Q04837,ENSG00000262771
CHEMBL6066315,Tubulin-specific chaperone A,O75347,ENSG00000171530
CHEMBL6066316,FYN-binding protein 1,O15117,ENSG00000082074
CHEMBL6066317,"Palmitoyl-protein thioesterase ABHD10, mitochondrial",Q9NUJ1,ENSG00000144827
CHEMBL6066318,Oxygen-regulated protein 1,P56715,ENSG00000104237
CHEMBL6066320,OCIA domain-containing protein 2,Q56VL3,ENSG00000145247
CHEMBL6066321,eIF5-mimic protein 1,Q9Y6E2,ENSG00000136261
CHEMBL6066322,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",P19388,ENSG00000099817
CHEMBL6066323,Protein phosphatase 1 regulatory subunit 7,Q15435,ENSG00000115685
CHEMBL6066324,Eukaryotic translation initiation factor 3 subunit D,O15371,ENSG00000100353
CHEMBL6066325,Spliceosome RNA helicase DDX39B,Q13838,ENSG00000235439
CHEMBL6066326,Protein prenyltransferase alpha subunit repeat-containing protein 1,Q7Z6K3,ENSG00000188647
CHEMBL6066327,Corrinoid adenosyltransferase MMAB,Q96EY8,ENSG00000139428
CHEMBL6066328,Adenylosuccinate lyase,P30566,ENSG00000239900
CHEMBL6066329,Nascent polypeptide-associated complex subunit alpha,Q13765,ENSG00000196531
CHEMBL6066330,Transmembrane emp24 domain-containing protein 9,Q9BVK6,ENSG00000184840
CHEMBL6066331,Serine/threonine-protein kinase PAK 4,Q8BTW9,
CHEMBL6066332,Serine palmitoyltransferase 3,Q9NUV7,ENSG00000172296
CHEMBL6066333,Membrane-associated progesterone receptor component 2,O15173,ENSG00000164040
CHEMBL6066334,Transcriptional regulator protein Pur-beta,Q96QR8,ENSG00000146676
CHEMBL6066335,Nucleolar protein 56,O00567,ENSG00000101361
CHEMBL6066336,Small ribosomal subunit protein uS2m,Q9Y399,ENSG00000122140
CHEMBL6066337,Septin-2,Q15019,ENSG00000168385
CHEMBL6066338,Prothymosin alpha,P06454,ENSG00000187514
CHEMBL6066339,Small nuclear ribonucleoprotein Sm D1,P62314,ENSG00000167088
CHEMBL6066340,Protein cholesin,Q9BRJ6,ENSG00000146540
CHEMBL6066341,CD2 antigen cytoplasmic tail-binding protein 2,O95400,ENSG00000169217
CHEMBL6066343,Cell division cycle protein 16 homolog,Q13042,ENSG00000130177
CHEMBL6066344,Charged multivesicular body protein 4b,Q9H444,ENSG00000101421
CHEMBL6066345,DnaJ homolog subfamily B member 12,Q9NXW2,ENSG00000148719
CHEMBL6066346,Protein LYRIC,Q86UE4,ENSG00000147649
CHEMBL6066347,Anaphase-promoting complex subunit 7,Q9UJX3,ENSG00000196510
CHEMBL6066348,Vesicle transport protein GOT1B,Q9Y3E0,ENSG00000111711
CHEMBL6066349,Mitochondrial import inner membrane translocase subunit TIM44,O43615,ENSG00000104980
CHEMBL6066350,Probable U3 small nucleolar RNA-associated protein 11,Q9Y3A2,ENSG00000183520
CHEMBL6066351,E3 ubiquitin-protein ligase CBL,P22681,ENSG00000110395
CHEMBL6066352,5-phosphohydroxy-L-lysine phospho-lyase,Q8IUZ5,ENSG00000175309
CHEMBL6066353,Replication protein A 14 kDa subunit,P35244,ENSG00000106399
CHEMBL6066354,Eukaryotic peptide chain release factor subunit 1,P62495,ENSG00000120705
CHEMBL6066355,GTP-binding protein 10,A4D1E9,ENSG00000105793
CHEMBL6066356,Vesicular integral-membrane protein VIP36,Q12907,ENSG00000169223
CHEMBL6066357,Leucine-rich repeat-containing protein 47,Q8N1G4,ENSG00000130764
CHEMBL6066358,A-kinase anchor protein 8-like,Q9ULX6,ENSG00000011243
CHEMBL6066359,Partner of Y14 and mago,Q9BRP8,ENSG00000170473
CHEMBL6066360,5'-3' exoribonuclease 2,Q9H0D6,ENSG00000088930
CHEMBL6066361,Calcium-binding and coiled-coil domain-containing protein 2,Q13137,ENSG00000136436
CHEMBL6066362,Phosphoserine phosphatase,P78330,ENSG00000146733
CHEMBL6066363,"Complement component 1 Q subcomponent-binding protein, mitochondrial",Q07021,ENSG00000108561
CHEMBL6066364,Transgelin-2,P37802,ENSG00000158710
CHEMBL6066365,Transmembrane protein 120A,Q9BXJ8,ENSG00000189077
CHEMBL6066366,GEL complex subunit OPTI,Q9BUV8,ENSG00000101084
CHEMBL6066367,Telomere repeats-binding bouquet formation protein 1,Q8NA31,ENSG00000249961
CHEMBL6066368,POTE ankyrin domain family member E,Q6S8J3,ENSG00000188219
CHEMBL6066369,Cytochrome c oxidase subunit 6C,P09669,ENSG00000164919
CHEMBL6066370,Protein FAM222B,Q8WU58,ENSG00000173065
CHEMBL6066371,"FAST kinase domain-containing protein 5, mitochondrial",Q7L8L6,ENSG00000215251
CHEMBL6066372,GH3 domain-containing protein,Q8N2G8,ENSG00000167925
CHEMBL6066373,Metaxin-2,O75431,ENSG00000128654
CHEMBL6066374,Wolframin,O76024,ENSG00000109501
CHEMBL6066375,Zinc finger CCCH-type antiviral protein 1-like,Q96H79,ENSG00000146858
CHEMBL6066376,Histone H1.4,P10412,ENSG00000168298
CHEMBL6066377,Telomere length regulation protein TEL2 homolog,Q9Y4R8,ENSG00000100726
CHEMBL6066378,THO complex subunit 2,Q8NI27,ENSG00000125676
CHEMBL6066379,THUMP domain-containing protein 1,Q9NXG2,ENSG00000066654
CHEMBL6066380,Kelch domain-containing protein 2,Q9Y2U9,ENSG00000165516
CHEMBL6066381,Cyclin-dependent kinases regulatory subunit 2,P33552,ENSG00000123975
CHEMBL6066382,Ceroid-lipofuscinosis neuronal protein 6,Q9NWW5,ENSG00000128973
CHEMBL6066383,Cytochrome c oxidase subunit 6B1,P14854,ENSG00000126267
CHEMBL6066384,Spliceosome-associated protein CWC15 homolog,Q9P013,ENSG00000150316
CHEMBL6066385,"Aspartate--tRNA ligase, cytoplasmic",P14868,ENSG00000115866
CHEMBL6066386,"FAST kinase domain-containing protein 1, mitochondrial",Q53R41,ENSG00000138399
CHEMBL6066387,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,O60264,ENSG00000153147
CHEMBL6066388,Leucine-rich repeat-containing G-protein coupled receptor 5,O75473,ENSG00000139292
CHEMBL6066389,"Propionyl-CoA carboxylase alpha chain, mitochondrial",P05165,ENSG00000175198
CHEMBL6066390,Exosome complex component RRP46,Q9NQT4,ENSG00000077348
CHEMBL6066391,Fumarylacetoacetase,P16930,ENSG00000103876
CHEMBL6066392,Small ribosomal subunit protein mS35,P82673,ENSG00000061794
CHEMBL6066393,H/ACA ribonucleoprotein complex subunit 3,Q9NPE3,ENSG00000182117
CHEMBL6066394,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,Q6IN85,ENSG00000100796
CHEMBL6066395,Haloacid dehalogenase-like hydrolase domain-containing 5,Q9BXW7,ENSG00000069998
CHEMBL6066396,Protein RER1,O15258,ENSG00000157916
CHEMBL6066397,Acyl-CoA-binding protein,P07108,ENSG00000155368
CHEMBL6066398,Polypyrimidine tract-binding protein 3,O95758,ENSG00000119314
CHEMBL6066399,Integral membrane protein GPR180,Q86V85,ENSG00000152749
CHEMBL6066400,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",P52434,ENSG00000163882
CHEMBL6066401,Ribonucleases P/MRP protein subunit POP1,Q99575,ENSG00000104356
CHEMBL6066402,RNA-binding protein 14,Q96PK6,ENSG00000239306
