target_chembl_id,target_name,uniprot_acc,ensembl_id
CHEMBL2034804,Taste receptor type 2 member 31,P59538,ENSG00000256436
CHEMBL2034805,N-acylethanolamine-hydrolyzing acid amidase,Q5KTC7,
CHEMBL2034806,Streptopain,P0C0J0,
CHEMBL2034807,DNA repair protein RAD51 homolog 1,Q06609,ENSG00000051180
CHEMBL2034808,DNA repair protein RAD51 homolog 1,Q08297,
CHEMBL2034809,C-type lectin domain family 7 member A,Q6QLQ4,
CHEMBL2034810,C-type lectin domain family 7 member A,Q9BXN2,ENSG00000172243
CHEMBL2034811,Calcitonin gene-related peptide type 1 receptor,Q9R1W5,
CHEMBL2040544,Polymerase acidic protein,Q91MA9,
CHEMBL2040701,Lupus La protein,P05455,ENSG00000138385
CHEMBL2040702,"High affinity 3',5'-cyclic-AMP phosphodiesterase 7A",P70453,
CHEMBL2040703,Thrombin,Q28731,
CHEMBL2040704,ATP-dependent DNA/RNA helicase DHX36,Q9H2U1,ENSG00000281763
CHEMBL2040705,Chondroitin sulfate N-acetylgalactosaminyltransferase 1,Q8TDX6,ENSG00000147408
CHEMBL2046258,ATP-binding cassette sub-family C member 5,O15440,ENSG00000114770
CHEMBL2046259,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Q8N5Z0,ENSG00000109576
CHEMBL2046260,Kynurenine--oxoglutarate transaminase 3,Q6YP21,ENSG00000137944
CHEMBL2046261,Prostaglandin E synthase,Q9JM51,
CHEMBL2046262,Membrane-bound lytic murein transglycosylase B,P41052,
CHEMBL2046263,Neuraminidase,P0DOF9,
CHEMBL2046264,Renin,Q6DLS0,
CHEMBL2046265,Hepatocyte growth factor receptor,Q75ZY9,
CHEMBL2046266,Acetylcholinesterase,Q869C3,
CHEMBL2046267,Anoctamin-1,Q5XXA6,ENSG00000131620
CHEMBL2052027,Acidic mammalian chitinase,Q91XA9,
CHEMBL2052028,Eukaryotic initiation factor 4A-I,P60842,ENSG00000161960
CHEMBL2052029,Eukaryotic initiation factor 4A-I,P29562,
CHEMBL2052030,Phosphoethanolamine N-methyltransferase,Q8IDQ9,
CHEMBL2052031,Peptidyl-prolyl cis-trans isomerase FKBP5,Q13451,ENSG00000096060
CHEMBL2052032,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",P60484,ENSG00000284792
CHEMBL2052033,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,Q8WUK0,ENSG00000110536
CHEMBL2052034,"Solute carrier family 2, facilitated glucose transporter member 9",Q9NRM0,ENSG00000109667
CHEMBL2052035,Subtilisin-like protease 1,O61142,
CHEMBL2052036,Free fatty acid receptor 4,Q7TMA4,
CHEMBL2052037,"Glutathione reductase, putative",A0A077YEX9,
CHEMBL2052038,Long-chain fatty acid transport protein 1,Q6PCB7,ENSG00000130304
CHEMBL2052039,Long-chain fatty acid transport protein 1,Q60714,
CHEMBL2052040,Natural resistance-associated macrophage protein 1,P49279,ENSG00000018280
CHEMBL2062348,Heat shock-related 70 kDa protein 2,P54652,ENSG00000126803
CHEMBL2062349,RuvB-like 2,Q9Y230,ENSG00000183207
CHEMBL2062350,"ATP synthase subunit beta, mitochondrial",P06576,ENSG00000110955
CHEMBL2062351,"ATP synthase subunit alpha, mitochondrial",P25705,ENSG00000152234
CHEMBL2062352,Eukaryotic translation initiation factor 3 subunit F,O00303,ENSG00000175390
CHEMBL2062353,"Actin, cytoplasmic 1",P60709,ENSG00000075624
CHEMBL2062354,Biotin--protein ligase,P50747,ENSG00000159267
CHEMBL2062355,Syndecan-4,O35988,
CHEMBL2062356,Pro-adrenomedullin,P35318,ENSG00000148926
CHEMBL2062357,Max-like protein X,Q9UH92,ENSG00000108788
CHEMBL2069156,Kelch-like ECH-associated protein 1,Q14145,ENSG00000079999
CHEMBL2069157,Intracellular chorismate mutase,P9WIC1,
CHEMBL2069158,"N-acetyllactosaminide alpha-1,3-galactosyltransferase",P14769,
CHEMBL2069159,Extracellular superoxide dismutase [Cu-Zn],P08294,ENSG00000109610
CHEMBL2069160,Cathepsin K,Q3ZKN1,
CHEMBL2069161,Probable G-protein coupled receptor 142,Q7Z601,ENSG00000257008
CHEMBL2069162,Probable G-protein coupled receptor 142,Q7TQN9,
CHEMBL2069163,Dual specificity testis-specific protein kinase 2,Q96S53,ENSG00000070759
CHEMBL2069164,Lysine-specific demethylase 6A,O15550,ENSG00000147050
CHEMBL2073661,ATP-binding cassette sub-family C member 6,O95255,ENSG00000091262
CHEMBL2073662,Solute carrier family 22 member 2,O70577,
CHEMBL2073663,Monocarboxylate transporter 4,O15427,ENSG00000141526
CHEMBL2073664,Solute carrier family 22 member 1,O08966,
CHEMBL2073665,Organic cation/carnitine transporter 2,Q9Z0E8,
CHEMBL2073666,Organic anion transporter 3,Q9R1U7,
CHEMBL2073667,Solute carrier family 22 member 4,Q9R141,
CHEMBL2073668,Solute carrier family 22 member 4,Q9H015,ENSG00000197208
CHEMBL2073669,Multidrug resistance associated protein,Q96QA9,
CHEMBL2073670,Solute carrier family 22 member 1,Q63089,
CHEMBL2073671,Solute carrier family 22 member 7,Q5RLM2,
CHEMBL2073672,Organic anion transporter 3,O88909,
CHEMBL2073673,Solute carrier family 22 member 3,O75751,ENSG00000146477
CHEMBL2073674,Bile salt export pump,O70127,
CHEMBL2073675,Solute carrier family 22 member 19,Q8VCA0,
CHEMBL2073676,ATP-binding cassette sub-family C member 2,Q63120,
CHEMBL2073677,Solute carrier family 22 member 11,Q9NSA0,ENSG00000168065
CHEMBL2073678,Solute carrier family 15 member 2,Q9ES07,
CHEMBL2073679,Solute carrier organic anion transporter family member 4A1,Q96BD0,ENSG00000101187
CHEMBL2073680,Solute carrier organic anion transporter family member 2A1,Q00910,
CHEMBL2073681,ATP-binding cassette sub-family C member 2,Q8VI47,
CHEMBL2073682,ATP-binding cassette sub-family C member 3,O88563,
CHEMBL2073683,ATP-binding cassette sub-family C member 3,B2RX12,
CHEMBL2073684,Solute carrier family 22 member 3,Q9WTW5,
CHEMBL2073685,Solute carrier organic anion transporter family member 3A1,Q9UIG8,ENSG00000176463
CHEMBL2073686,Ileal sodium/bile acid cotransporter,Q62633,
CHEMBL2073687,ATP-binding cassette sub-family C member 10,Q5T3U5,ENSG00000124574
CHEMBL2073688,Solute carrier organic anion transporter family member 1C1,Q9ERB5,
CHEMBL2073689,Solute carrier organic anion transporter family member 3A1,Q99N02,
CHEMBL2073690,Solute carrier organic anion transporter family member 4C1,Q6ZQN7,ENSG00000173930
CHEMBL2073691,Solute carrier family 15 member 1,P51574,
CHEMBL2073692,Solute carrier organic anion transporter family member 1A5,O88397,
CHEMBL2073693,Organic cation/carnitine transporter 2,O76082,ENSG00000197375
CHEMBL2073694,Solute carrier family 22 member 4,Q9Z306,
CHEMBL2073695,Bile salt export pump,Q9QY30,
CHEMBL2073696,Solute carrier organic anion transporter family member 1A1,Q9QXZ6,
CHEMBL2073697,Solute carrier organic anion transporter family member 1C1,Q9NYB5,ENSG00000139155
CHEMBL2073698,Solute carrier organic anion transporter family member 2B1,Q9JHI3,
CHEMBL2073699,Solute carrier organic anion transporter family member 2A1,Q9EPT5,
CHEMBL2073700,Solute carrier organic anion transporter family member 1A4,Q9EP96,
CHEMBL2073701,Solute carrier organic anion transporter family member 4A1,Q99N01,
CHEMBL2073702,ATP-binding cassette sub-family C member 11,Q96J66,ENSG00000121270
CHEMBL2073703,Solute carrier organic anion transporter family member 2A1,Q92959,ENSG00000174640
CHEMBL2073704,Monocarboxylate transporter 2,O60669,ENSG00000118596
CHEMBL2073705,Broad substrate specificity ATP-binding cassette transporter ABCG2,Q7TMS5,
CHEMBL2073706,Phosphatidylcholine translocator ABCB4,Q08201,
CHEMBL2073707,Solute carrier organic anion transporter family member 1A3,P70502,
CHEMBL2073708,Ileal sodium/bile acid cotransporter,P70172,
CHEMBL2073709,Monocarboxylate transporter 1,P53987,
CHEMBL2073710,Solute carrier organic anion transporter family member 4C1,Q71MB6,
CHEMBL2073711,ATP-binding cassette subfamily C member 4,F1M3J4,
CHEMBL2073712,ATP-binding cassette sub-family C member 6,O88269,
CHEMBL2073713,Hepatic sodium/bile acid cotransporter,O08705,
CHEMBL2073714,Solute carrier family 15 member 1,Q9JIP7,
CHEMBL2073715,Solute carrier family 22 member 21,Q9WTN6,
CHEMBL2073716,Solute carrier family 22 member 7,Q91WU2,
CHEMBL2073717,Monocarboxylate transporter 10,Q91Y77,
CHEMBL2073718,Monocarboxylate transporter 2,Q63344,
CHEMBL2073719,SLC16A10 protein,Q05BR4,
CHEMBL2073720,Monocarboxylate transporter 8,Q8K1P8,
CHEMBL2073721,Organic anion transporter 7,Q8IVM8,ENSG00000149742
CHEMBL2073722,Solute carrier family 22 member 16,Q86VW1,ENSG00000004809
CHEMBL2073723,Organic solute transporter subunit alpha,Q8R000,
CHEMBL2073724,Organic solute transporter subunit alpha,Q86UW1,ENSG00000163959
CHEMBL2079845,GTPase NRas,P01111,ENSG00000213281
CHEMBL2079846,Son of sevenless homolog 1,Q07889,ENSG00000115904
CHEMBL2079847,Beta-lactamase II,Q93T40,
CHEMBL2079848,Activated CDC42 kinase 1,O54967,
CHEMBL2079849,Serine protease hepsin,P05981,ENSG00000105707
CHEMBL2079850,Exopolyphosphatase PRUNE1,Q86TP1,ENSG00000143363
CHEMBL2079851,Snake venom metalloproteinase BaP1,P83512,
CHEMBL2079852,Protein-glutamine gamma-glutamyltransferase 6,O95932,ENSG00000166948
CHEMBL2079853,Protein-glutamine gamma-glutamyltransferase 2,P21981,
CHEMBL2146294,"Palmitoyl-protein thioesterase ABHD10, mitochondrial",Q6PE15,
CHEMBL2146295,Probable nicotinate-nucleotide adenylyltransferase,P65502,
CHEMBL2146296,Small ubiquitin-related modifier 1,P63165,ENSG00000116030
CHEMBL2146297,DNA repair and recombination protein RAD54-like,Q92698,ENSG00000085999
CHEMBL2146298,Protein skinhead-1,P34707,
CHEMBL2146299,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,P9WQ81,
CHEMBL2146300,Xylosyl- and glucuronyltransferase LARGE1,O95461,ENSG00000133424
CHEMBL2146301,Small ubiquitin-related modifier 2,P61956,ENSG00000188612
CHEMBL2146302,"Glutaminase kidney isoform, mitochondrial",O94925,ENSG00000115419
CHEMBL2146303,"Methionyl-tRNA synthetase, putative",Q38C91,
CHEMBL2146304,DNA damage-inducible transcript 3 protein,P35639,
CHEMBL2146305,Glycoprotein hormones alpha chain,P01215,ENSG00000135346
CHEMBL2146306,Rac GTPase-activating protein 1,Q9H0H5,ENSG00000161800
CHEMBL2146307,ADP-ribosylation factor GTPase-activating protein 1,Q62848,
CHEMBL2146308,Protein disulfide-isomerase A6,Q15084,ENSG00000143870
CHEMBL2146309,ATP-dependent Clp protease proteolytic subunit,P80244,
CHEMBL2146310,Aberrant vpr protein,Q77YF9,
CHEMBL2146311,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Q9ULH1,ENSG00000153317
CHEMBL2146312,Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN,Q14191,ENSG00000165392
CHEMBL2146313,Heat shock protein hsp-16.2,P06582,
CHEMBL2146314,Transcription factor SKN7,P38889,
CHEMBL2146315,Nuclear receptor subfamily 1 group I member 2,Q9R1A7,
CHEMBL2146316,Putative uncharacterized protein,Q57TT1,
CHEMBL2146338,Toll-like receptor 1,Q9EPQ1,
CHEMBL2146339,Toll-like receptor 8,P58682,
CHEMBL2146340,Toll-like receptor 3,Q99MB1,
CHEMBL2146341,Toll-like receptor 6,Q9EPW9,
CHEMBL2146342,PTPsigma-(Brain),Q9UM81,
CHEMBL2146343,Dual specificity protein phosphatase 4,Q13115,ENSG00000120875
CHEMBL2146344,Neutral ceramidase,Q9JHE3,
CHEMBL2146345,Basic phospholipase A2 homolog BnSP-7,Q9IAT9,
CHEMBL2146346,Neurogenic locus notch homolog protein 1,P46531,ENSG00000148400
CHEMBL2146347,Inward rectifier potassium channel 4,P48050,ENSG00000168135
CHEMBL2146348,ATP-sensitive inward rectifier potassium channel 10,P78508,ENSG00000177807
CHEMBL2146349,Inward rectifier potassium channel 13,O60928,ENSG00000115474
CHEMBL2146350,ATP-sensitive inward rectifier potassium channel 1,P35560,
CHEMBL2146351,G-protein coupled receptor 81,B9UM29,
CHEMBL2146352,G-protein coupled receptor 81,B9UM26,
CHEMBL2146353,Protein Gpr81,G3V906,
CHEMBL2146354,Hydroxycarboxylic acid receptor 1,Q8C131,
CHEMBL2146355,Protein CIP2A,Q8TCG1,ENSG00000163507
CHEMBL2150832,Farnesyl pyrophosphate synthase,Q4QBL1,
CHEMBL2150833,Neuronal acetylcholine receptor subunit alpha-7,Q866A2,
CHEMBL2150834,DNA topoisomerase type IB small subunit,Q95Z89,
CHEMBL2150835,Enoyl-[acyl-carrier-protein] reductase [NADH],Q5NGQ3,
CHEMBL2150836,SRC kinase signaling inhibitor 1,Q9C0H9,ENSG00000277363
CHEMBL2150837,ATPase family AAA domain-containing protein 2,Q6PL18,ENSG00000156802
CHEMBL2150838,Succinate receptor 1,Q9BXA5,ENSG00000198829
CHEMBL2150839,Succinate receptor 1,Q6IYF9,
CHEMBL2150840,2-oxoglutarate receptor 1,Q96P68,ENSG00000165621
CHEMBL2150841,DNA topoisomerase 4 subunit B,P0C1S7,
CHEMBL2150842,Antithrombin-III,P41361,
CHEMBL2150843,Alpha-1A adrenergic receptor,Q9WU25,
CHEMBL2150844,Methionine synthase,Q99707,ENSG00000116984
CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Q93009,ENSG00000187555
CHEMBL2157851,Ubiquitin carboxyl-terminal hydrolase 47,Q96K76,ENSG00000170242
CHEMBL2157852,Ubiquitin carboxyl-terminal hydrolase 21,Q9UK80,ENSG00000143258
CHEMBL2157853,Ubiquitin carboxyl-terminal hydrolase 28,Q96RU2,ENSG00000048028
CHEMBL2157854,Ubiquitin carboxyl-terminal hydrolase 8,P40818,ENSG00000138592
CHEMBL2157855,Tyrosine-protein phosphatase non-receptor type 22,P29352,
CHEMBL2157856,Fanconi anemia group F protein,Q9NPI8,ENSG00000183161
CHEMBL2157857,Fanconi anemia group D2 protein,Q9BXW9,ENSG00000144554
CHEMBL2157858,Dual specificity protein phosphatase 2,Q05923,ENSG00000158050
CHEMBL2157859,Uncharacterized protein,A0A1D5QZY8,
CHEMBL2163166,43 kDa receptor-associated protein of the synapse,Q13702,ENSG00000165917
CHEMBL2163167,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Q9H2M3,ENSG00000132840
CHEMBL2163170,UDP-3-O-acyl-N-acetylglucosamine deacetylase,B5ATN6,
CHEMBL2163171,Urea transporter 1,Q8VHL0,
CHEMBL2163172,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Q8BH82,
CHEMBL2163173,Cadherin-11,P55288,
CHEMBL2163174,Platelet glycoprotein 4,Q07969,
CHEMBL2163175,Gamma-butyrobetaine dioxygenase,O75936,ENSG00000129151
CHEMBL2163176,Lysine-specific demethylase 5C,P41229,ENSG00000126012
CHEMBL2163177,Lysine-specific demethylase 7A,Q6ZMT4,ENSG00000006459
CHEMBL2163178,Serine protease SplB,Q53781,
CHEMBL2163179,HTH-type transcriptional regulator EthR,A0R666,
CHEMBL2163180,Antithrombin,Q15950,
CHEMBL2163181,DNA ligase,Q9AIU7,
CHEMBL2163182,NAD-dependent protein deacylase sirtuin-6,Q8N6T7,ENSG00000077463
CHEMBL2163183,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Q9NXA8,ENSG00000124523
CHEMBL2163184,NAD-dependent protein deacetylase sirtuin-7,Q9NRC8,ENSG00000187531
CHEMBL2163185,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial",Q9Y6E7,ENSG00000089163
CHEMBL2163186,Glutathione peroxidase 1,P07203,ENSG00000233276
CHEMBL2169716,N-lysine methyltransferase SMYD2,Q9NRG4,ENSG00000143499
CHEMBL2169717,Histone-lysine N-methyltransferase Set8,Q9VFK6,
CHEMBL2169718,Histone-lysine N-methyltransferase EHMT2,Q9Z148,
CHEMBL2169719,Histone-lysine N-methyltransferase E(z),P42124,
CHEMBL2169720,Histone-lysine N-methyltransferase Su(var)3-9,P45975,
CHEMBL2169721,Uncharacterized protein,F6VR90,
CHEMBL2169722,Glycylpeptide N-tetradecanoyltransferase,Q8ILW6,
CHEMBL2169723,Cdc2-related kinase,O96526,
CHEMBL2169724,cGMP-dependent protein kinase,W7JX98,
CHEMBL2169725,Calcium-dependent protein kinase 4,Q8IBS5,
CHEMBL2169726,Glucose-6-phosphate 1-dehydrogenase,Q25856,
CHEMBL2169727,Gastric triacylglycerol lipase,P80035,
CHEMBL2169728,Pancreatic lipase-related protein 2,P54317,ENSG00000291895
CHEMBL2169729,Pancreatic lipase-related protein 2,P81139,
CHEMBL2169730,NQO1 protein,Q3B792,
CHEMBL2169731,NADPH--cytochrome P450 reductase,P16435,ENSG00000127948
CHEMBL2169732,2-Hydroxyacid oxidase 2,Q9NYQ3,ENSG00000116882
CHEMBL2169733,Class I phosphodiesterase PDEB1,Q6S996,
CHEMBL2169734,Uncharacterized protein,F1N083,
CHEMBL2169735,7-dehydrocholesterol reductase,Q9UBM7,ENSG00000172893
CHEMBL2169736,Tyrosyl-DNA phosphodiesterase 2,O95551,ENSG00000111802
CHEMBL2176769,Spermine oxidase,Q9NWM0,ENSG00000088826
CHEMBL2176770,Sulfate anion transporter 1,P58735,
CHEMBL2176771,Complement factor D,P00746,ENSG00000197766
CHEMBL2176772,E3 ubiquitin-protein ligase TRIM33,Q9UPN9,ENSG00000197323
CHEMBL2176773,PH-interacting protein,Q8WWQ0,ENSG00000146247
CHEMBL2176774,Bromodomain-containing protein 1,O95696,ENSG00000100425
CHEMBL2176775,ATPase family AAA domain-containing protein 2B,Q9ULI0,ENSG00000119778
CHEMBL2176776,Sentrin-specific protease 2,Q9HC62,ENSG00000163904
CHEMBL2176777,Protein mono-ADP-ribosyltransferase PARP14,Q460N5,ENSG00000173193
CHEMBL2176778,Protein mono-ADP-ribosyltransferase PARP15,Q460N3,ENSG00000173200
CHEMBL2176779,DNA-dependent protein kinase catalytic subunit,P97313,
CHEMBL2176780,Transcription factor SOX-5,P35710,
CHEMBL2176781,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Q9Z139,
CHEMBL2176782,26S proteasome non-ATPase regulatory subunit 1,O88761,
CHEMBL2176783,Multiple PDZ domain protein,Q8VBX6,
CHEMBL2176784,Serine/threonine-protein kinase MAK,Q04859,
CHEMBL2176785,Importin-7,Q9EPL8,
CHEMBL2176786,Kalirin,P97924,
CHEMBL2176787,Dynactin subunit 1,O08788,
CHEMBL2176788,Cardiotrophin-like cytokine factor 1,Q9QZM3,
CHEMBL2176789,Dystonin,Q91ZU6,
CHEMBL2176790,Afadin- and alpha-actinin-binding protein,Q8CGZ2,
CHEMBL2176791,Voltage-dependent L-type calcium channel subunit alpha-1F,Q9JIS7,
CHEMBL2176792,Trace amine-associated receptor 7b,Q5QD11,
CHEMBL2176793,Sodium-dependent multivitamin transporter,O70247,
CHEMBL2176794,H(+)/Cl(-) exchange transporter 6,O35454,
CHEMBL2176795,"ATP synthase subunit alpha, mitochondrial",P15999,
CHEMBL2176796,"ATP synthase subunit beta, mitochondrial",P10719,
CHEMBL2176797,Cyclic AMP-dependent transcription factor ATF-2,P16951,
CHEMBL2176798,"Citrate synthase, mitochondrial",Q9CZU6,
CHEMBL2176799,Serine/threonine-protein kinase WNK1,P83741,
CHEMBL2176800,Creatine kinase M-type,P00564,
CHEMBL2176801,Triosephosphate isomerase,P48500,
CHEMBL2176802,Endoplasmic reticulum membrane adapter protein XK,Q9QXY7,
CHEMBL2176803,Septin-9,Q9QZR6,
CHEMBL2176804,Ras/Rap GTPase-activating protein SynGAP,Q9QUH6,
CHEMBL2176805,PX domain-containing protein kinase-like protein,Q4FZZ1,
CHEMBL2176806,Fanconi anemia group M protein homolog,Q8BGE5,
CHEMBL2176807,Neurofibromin,Q04690,
CHEMBL2176808,Selenocysteine insertion sequence-binding protein 2,Q9QX72,
CHEMBL2176809,Rab11 family-interacting protein 4,Q8BQP8,
CHEMBL2176810,Prolactin-3B1,P09321,
CHEMBL2176811,Hemopexin,P20059,
CHEMBL2176812,Creatine kinase B-type,P07335,
CHEMBL2176813,Trace amine-associated receptor 7b,Q923X8,
CHEMBL2176814,Interleukin-12 subunit beta,P43432,
CHEMBL2176815,Phosphoglycerate kinase 1,P16617,
CHEMBL2176816,Cyclin-dependent kinase 7,Q03147,
CHEMBL2176817,Protein kinase C and casein kinase substrate in neurons protein 2,Q9WVE8,
CHEMBL2176818,Hepatocyte nuclear factor 6,O08755,
CHEMBL2176819,Kinesin light chain 1,P37285,
CHEMBL2176820,Norrin,P48744,
CHEMBL2176821,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",Q9WVK7,
CHEMBL2176822,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",Q9D2G2,
CHEMBL2176823,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",P26284,
CHEMBL2176824,L-lactate dehydrogenase A chain,P04642,
CHEMBL2176825,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",P15651,
CHEMBL2176826,"Dihydrolipoyl dehydrogenase, mitochondrial",O08749,
CHEMBL2176827,"Malate dehydrogenase, cytoplasmic",P14152,
CHEMBL2176828,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",P08503,
CHEMBL2176829,"Isocitrate dehydrogenase [NADP], mitochondrial",P54071,
CHEMBL2176830,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",P45953,
CHEMBL2176831,2-oxoglutarate dehydrogenase complex component E1,Q60597,
CHEMBL2176832,Glyceraldehyde-3-phosphate dehydrogenase,P04797,
CHEMBL2176833,"Glutamate dehydrogenase 1, mitochondrial",P10860,
CHEMBL2176834,L-lactate dehydrogenase B chain,P42123,
CHEMBL2176835,"Malate dehydrogenase, mitochondrial",P04636,
CHEMBL2176836,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",P15650,
CHEMBL2176837,Catechol O-methyltransferase,Q99028,
CHEMBL2176838,Aurora kinase B-A,Q6DE08,
CHEMBL2176839,Toll-like receptor 5,O60602,ENSG00000187554
CHEMBL2176840,Trypanothione reductase,P39050,
CHEMBL2176841,Protein VAC14 homolog,Q80WQ2,
CHEMBL2176842,1-phosphatidylinositol 3-phosphate 5-kinase,Q9Z1T6,
CHEMBL2176843,Glycogen synthase kinase-3 alpha,Q2NL51,
CHEMBL2176844,STE20-like serine/threonine-protein kinase,O54988,
CHEMBL2176845,Platelet glycoprotein 4,Q08857,
CHEMBL2176846,Advanced glycosylation end product-specific receptor,Q15109,ENSG00000230514
CHEMBL2176847,Advanced glycosylation end product-specific receptor,Q63495,
CHEMBL2176848,O-acyltransferase,A0A8I3N393,
CHEMBL2176849,P2X purinoceptor 4,Q9JJX6,
CHEMBL2176850,Chemokine receptor,Q9MYJ9,
CHEMBL2176851,Replicative DNA helicase,A0A6L8Q2B7,
CHEMBL2176852,Thymidylate kinase,Q8I4S1,
CHEMBL2176853,C-type lectin domain family 4 member K,Q9UJ71,ENSG00000116031
CHEMBL2176854,Macrophage mannose receptor 1,P22897,ENSG00000260314
CHEMBL2176855,C-type lectin domain family 4 member C,Q8WTT0,ENSG00000198178
CHEMBL2176856,C-type lectin domain family 6 member A,Q6EIG7,ENSG00000205846
CHEMBL2176857,Pulmonary surfactant-associated protein D,P35247,ENSG00000133661
CHEMBL2176858,C-type lectin domain family 4 member M,Q9H2X3,ENSG00000104938
CHEMBL2176860,"Glutaminase liver isoform, mitochondrial",Q571F8,
CHEMBL2176861,Monoacylglycerol lipase,O07427,
CHEMBL2176862,Cutinase 1,P00590,
CHEMBL2176863,Uncharacterized protein,I3LIR5,
CHEMBL2176864,Macrophage migration inhibitory factor homologue,Q8I5C5,
CHEMBL2189110,Histone-lysine N-methyltransferase EZH2,Q15910,ENSG00000106462
CHEMBL2189111,Histone-lysine N-methyltransferase SETMAR,Q53H47,ENSG00000170364
CHEMBL2189112,Histone-lysine N-methyltransferase 2B,Q9UMN6,ENSG00000272333
CHEMBL2189113,Histone-lysine N-methyltransferase 2C,Q8NEZ4,ENSG00000055609
CHEMBL2189114,Histone-lysine N-methyltransferase 2D,O14686,ENSG00000167548
CHEMBL2189115,DNA (cytosine-5)-methyltransferase 3B,O88509,
CHEMBL2189116,Histone-lysine N-methyltransferase EZH1,Q92800,ENSG00000108799
CHEMBL2189117,Polycomb protein EED,O75530,ENSG00000074266
CHEMBL2189118,Polycomb protein SUZ12,Q15022,ENSG00000178691
CHEMBL2189120,Histone-binding protein RBBP4,Q09028,ENSG00000162521
CHEMBL2189121,GTPase KRas,P01116,ENSG00000133703
CHEMBL2189122,DnaJ homolog subfamily A member 1,P31689,ENSG00000086061
CHEMBL2189123,Arylsulfatase,Q9X759,
CHEMBL2189124,Arylsulfatase G,Q96EG1,ENSG00000141337
CHEMBL2189125,Testis-expressed protein 30,Q5JUR7,ENSG00000151287
CHEMBL2189126,Calcium-independent phospholipase A2-gamma,Q9NP80,ENSG00000135241
CHEMBL2189127,Monoacylglycerol lipase ABHD6,Q9BV23,ENSG00000163686
CHEMBL2189128,Prolyl endopeptidase-like,Q4J6C6,ENSG00000138078
CHEMBL2189129,Patatin-like phospholipase domain-containing protein 6,Q8IY17,ENSG00000032444
CHEMBL2189130,S-formylglutathione hydrolase,P10768,ENSG00000139684
CHEMBL2189131,Retinoid-inducible serine carboxypeptidase,Q9HB40,ENSG00000121064
CHEMBL2189132,Alpha/beta hydrolase domain-containing protein 17B,Q5VST6,ENSG00000107362
CHEMBL2189133,Lysophospholipase-like protein 1,Q5VWZ2,ENSG00000143353
CHEMBL2189134,sn-1-specific diacylglycerol lipase ABHD11,Q8NFV4,ENSG00000106077
CHEMBL2189135,"Acyl-coenzyme A thioesterase 2, mitochondrial",P49753,ENSG00000119673
CHEMBL2189136,Acyl-coenzyme A thioesterase 1,Q86TX2,ENSG00000184227
CHEMBL2189137,Lysosomal thioesterase PPT2,Q9UMR5,ENSG00000221988
CHEMBL2189138,Protein phosphatase methylesterase 1,Q8BVQ5,
CHEMBL2189139,"Aspartate aminotransferase, cytoplasmic",P17174,ENSG00000120053
CHEMBL2189140,Aminopeptidase N,P97449,
CHEMBL2189141,Dolichol-phosphate-mannose synthase,Q5QQ41,
CHEMBL2189142,Acylamino-acid-releasing enzyme,Q8R146,
CHEMBL2189144,Phosphoinositide 3-kinase regulatory subunit 4,Q99570,ENSG00000196455
CHEMBL2189145,Cyclin-dependent kinase 2 homolog,Q07785,
CHEMBL2189147,Signal transducer and transcription activator 6,P52633,
CHEMBL2189148,Interleukin-1 receptor type 1,P13504,
CHEMBL2189149,Probable linoleate 9S-lipoxygenase 5,Q43191,
CHEMBL2189151,Myosin-9,P35579,ENSG00000100345
CHEMBL2189152,Oxysterols receptor LXR-alpha,Q9Z0Y9,
CHEMBL2189153,"Thioredoxin, mitochondrial",Q99757,ENSG00000100348
CHEMBL2189154,Galectin-3,A4GTP0,
CHEMBL2189155,Beta-galactoside-binding lectin,P07583,
CHEMBL2189156,Avidin,P02701,
CHEMBL2189157,V-type proton ATPase subunit C,Q9U5N1,
CHEMBL2189158,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Q9JHG7,
CHEMBL2189159,"Indoleamine 2,3-dioxygenase 2",Q8R0V5,
CHEMBL2189160,Serine/threonine-protein kinase TBK1,Q9WUN2,
CHEMBL2189161,Advanced glycosylation end product-specific receptor,Q62151,
CHEMBL2189162,Pyruvate kinase,Q6GG09,
