efo_id_norm,ot_therapeutic_area,ot_ta_raw
MONDO_0010726,Rare Disease,"nervous system disease|psychiatric disorder|genetic, familial or congenital disease"
MONDO_0012589,Rare Disease,"genetic, familial or congenital disease"
EFO_0009851,Other,biological_process
EFO_0000557,Immunology,integumentary system disease|musculoskeletal or connective tissue disease|urinary system disease|immune system disease|nervous system disease|respiratory or thoracic disease|phenotype
EFO_0000783,Immunology,immune system disease|musculoskeletal or connective tissue disease|phenotype
EFO_0002609,Immunology,immune system disease|musculoskeletal or connective tissue disease|phenotype
EFO_0005629,Immunology,"immune system disease|gastrointestinal disease|genetic, familial or congenital disease"
EFO_1001034,Other,reproductive system or breast disease
EFO_1001209,CVRM,urinary system disease|nervous system disease|cardiovascular disease|phenotype
EFO_1001857,Respiratory,"urinary system disease|disorder of visual system|nervous system disease|respiratory or thoracic disease|cardiovascular disease|genetic, familial or congenital disease|phenotype"
HP_0001894,Other,phenotype
HP_0003326,Other,phenotype
MONDO_0001707,CVRM,musculoskeletal or connective tissue disease|cardiovascular disease
MONDO_0018866,Immunology,"immune system disease|musculoskeletal or connective tissue disease|genetic, familial or congenital disease|nervous system disease"
MONDO_0019111,Rare Disease,"genetic, familial or congenital disease|hematologic disease"
Orphanet_51,Rare Disease,"genetic, familial or congenital disease"
EFO_0000658,Oncology,nervous system disease|cancer or benign tumor
EFO_0001376,Oncology,cancer or benign tumor
EFO_0002626,Immunology,immune system disease|endocrine system disease|hematologic disease|cancer or benign tumor
EFO_0004260,Other,musculoskeletal or connective tissue disease
EFO_1000729,Other,infectious disease|integumentary system disease
HP_0001880,Other,phenotype
MONDO_0002676,Oncology,musculoskeletal or connective tissue disease|cancer or benign tumor
MONDO_0011934,Oncology,integumentary system disease|musculoskeletal or connective tissue disease|cancer or benign tumor
EFO_0021520,Immunology,"immune system disease|hematologic disease|genetic, familial or congenital disease|cancer or benign tumor"
EFO_0000660,CVRM,"endocrine system disease|genetic, familial or congenital disease|reproductive system or breast disease"
MONDO_0001437,Respiratory,respiratory or thoracic disease
Orphanet_264675,Rare Disease,"genetic, familial or congenital disease|respiratory or thoracic disease"
EFO_0004255,Other,urinary system disease
EFO_0004599,Immunology,immune system disease
EFO_0005297,Immunology,immune system disease|urinary system disease|cardiovascular disease|phenotype
EFO_0007316,Other,infectious disease
EFO_0008518,Other,musculoskeletal or connective tissue disease|phenotype
EFO_1001148,Other,musculoskeletal or connective tissue disease
EFO_1001231,Other,disorder of visual system|phenotype
MONDO_0002898,Oncology,integumentary system disease|cancer or benign tumor
MONDO_0019469,Immunology,"immune system disease|hematologic disease|cancer or benign tumor|genetic, familial or congenital disease"
MONDO_0020546,Immunology,"immune system disease|injury, poisoning or other complication"
EFO_0000342,CVRM,endocrine system disease|phenotype
EFO_0002499,Oncology,cancer or benign tumor|nervous system disease
EFO_0003898,Immunology,immune system disease|musculoskeletal or connective tissue disease|phenotype
EFO_0005628,Immunology,"immune system disease|gastrointestinal disease|genetic, familial or congenital disease"
HP_0001871,Other,phenotype
MONDO_0003196,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0006412,Immunology,hematologic disease|immune system disease
MONDO_0015760,Rare Disease,"hematologic disease|genetic, familial or congenital disease|cancer or benign tumor"
MONDO_0017816,CVRM,nervous system disease|nutritional or metabolic disease|cardiovascular disease|musculoskeletal or connective tissue disease
MONDO_0017987,Other,nervous system disease
MONDO_0043458,Other,"injury, poisoning or other complication"
MONDO_0002236,Oncology,disorder of visual system|nervous system disease|cancer or benign tumor
EFO_0004237,Immunology,immune system disease|endocrine system disease|phenotype
EFO_0003817,Respiratory,respiratory or thoracic disease|cancer or benign tumor
EFO_0003826,Other,gastrointestinal disease
EFO_0003859,Oncology,reproductive system or breast disease|cancer or benign tumor
EFO_0003868,Oncology,gastrointestinal disease|cancer or benign tumor
EFO_0003891,CVRM,endocrine system disease|gastrointestinal disease|cancer or benign tumor
EFO_0005088,CVRM,endocrine system disease|reproductive system or breast disease|cancer or benign tumor
EFO_0005543,Oncology,nervous system disease|cancer or benign tumor
EFO_0007352,Immunology,hematologic disease|immune system disease
EFO_0007362,Oncology,cancer or benign tumor
EFO_0008524,CVRM,endocrine system disease|cancer or benign tumor
EFO_1000566,CVRM,endocrine system disease|cancer or benign tumor|reproductive system or breast disease
EFO_1000595,CVRM,endocrine system disease|cancer or benign tumor
EFO_1001094,Oncology,reproductive system or breast disease|cancer or benign tumor
MONDO_0000521,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0001325,Oncology,reproductive system or breast disease|cancer or benign tumor
MONDO_0001528,Oncology,reproductive system or breast disease|cancer or benign tumor
MONDO_0003000,Oncology,nervous system disease|cancer or benign tumor
MONDO_0003751,Oncology,cancer or benign tumor
MONDO_0003890,Oncology,urinary system disease|cancer or benign tumor
MONDO_0005411,CVRM,gastrointestinal disease|endocrine system disease|cancer or benign tumor
MONDO_0015540,Immunology,hematologic disease|immune system disease
MONDO_0019473,Rare Disease,"hematologic disease|genetic, familial or congenital disease|cancer or benign tumor"
MONDO_0021043,Oncology,cancer or benign tumor
MONDO_0021148,Oncology,reproductive system or breast disease|cancer or benign tumor
MONDO_0021656,Oncology,cancer or benign tumor
EFO_0004566,Other,phenotype
MONDO_0001627,Other,psychiatric disorder|nervous system disease|phenotype
MONDO_0021107,Other,psychiatric disorder|nervous system disease
EFO_0004247,Other,psychiatric disorder|nervous system disease
EFO_1000781,Other,urinary system disease
Orphanet_98757,Rare Disease,"genetic, familial or congenital disease|nervous system disease|psychiatric disorder|phenotype"
EFO_0000255,Rare Disease,"hematologic disease|genetic, familial or congenital disease|cancer or benign tumor"
HP_0003750,Other,phenotype
EFO_0009662,Oncology,infectious disease|integumentary system disease|cancer or benign tumor
HP_0012393,Other,phenotype
MONDO_0008840,Rare Disease,"genetic, familial or congenital disease|endocrine system disease|immune system disease|nervous system disease|reproductive system or breast disease|phenotype"
MONDO_0010006,Rare Disease,"disorder of visual system|nervous system disease|genetic, familial or congenital disease|psychiatric disorder|phenotype|nutritional or metabolic disease"
MONDO_0010100,Rare Disease,"disorder of visual system|nervous system disease|genetic, familial or congenital disease|phenotype|psychiatric disorder|nutritional or metabolic disease"
MONDO_0017720,Rare Disease,"nervous system disease|genetic, familial or congenital disease|nutritional or metabolic disease"
MONDO_0018982,Rare Disease,"genetic, familial or congenital disease|hematologic disease|immune system disease|nutritional or metabolic disease"
MONDO_0019139,Other,hematologic disease
EFO_0008510,Other,infectious disease
EFO_0009608,Other,gastrointestinal disease
HP_0000738,Other,phenotype
HP_0002315,Other,phenotype
HP_0012167,Other,phenotype
HP_0025268,Other,phenotype
MONDO_0002025,Other,psychiatric disorder
EFO_0005676,CVRM,endocrine system disease|immune system disease|gastrointestinal disease
EFO_1000784,CVRM,cardiovascular disease|phenotype
MONDO_0003783,Immunology,hematologic disease|immune system disease
EFO_1000948,Other,gastrointestinal disease
EFO_0004683,Rare Disease,"nervous system disease|genetic, familial or congenital disease|disorder of visual system|phenotype"
EFO_0007143,Rare Disease,"gastrointestinal disease|genetic, familial or congenital disease|cancer or benign tumor"
EFO_0007187,Immunology,immune system disease|integumentary system disease
EFO_1000965,Immunology,immune system disease
MONDO_0016537,Immunology,"immune system disease|genetic, familial or congenital disease"
EFO_0003925,Other,biological_process
EFO_0010445,Other,psychiatric disorder
EFO_1001917,Other,psychiatric disorder|nervous system disease
HP_0010992,Other,phenotype
MONDO_0008300,Rare Disease,"nervous system disease|genetic, familial or congenital disease|endocrine system disease|phenotype|reproductive system or breast disease"
MONDO_0011184,Rare Disease,"nervous system disease|genetic, familial or congenital disease"
MONDO_0016028,Rare Disease,"genetic, familial or congenital disease|cardiovascular disease"
MONDO_0016158,Other,nervous system disease|psychiatric disorder
MONDO_0018044,Other,psychiatric disorder|nervous system disease
EFO_0004616,Other,musculoskeletal or connective tissue disease|phenotype
HP_0000016,Other,phenotype
HP_0004418,Other,phenotype
MONDO_0015469,Rare Disease,"genetic, familial or congenital disease|musculoskeletal or connective tissue disease"
MONDO_0020673,CVRM,cardiovascular disease|phenotype
EFO_0010638,Respiratory,phenotype|respiratory or thoracic disease
MONDO_0015134,Immunology,hematologic disease|immune system disease
EFO_0007498,Other,nervous system disease
EFO_1000868,Other,nervous system disease|phenotype
MONDO_0600023,Immunology,immune system disease|musculoskeletal or connective tissue disease|phenotype
EFO_0005631,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0008318,Rare Disease,"genetic, familial or congenital disease|musculoskeletal or connective tissue disease|cancer or benign tumor|phenotype"
MONDO_0018531,CVRM,gastrointestinal disease|endocrine system disease|cancer or benign tumor
EFO_0000540,Immunology,immune system disease
EFO_0009856,Other,integumentary system disease
MONDO_0100017,Other,integumentary system disease
EFO_0801084,Other,phenotype
HP_0000713,Other,phenotype
HP_0012735,Other,phenotype
EFO_0000280,Other,gastrointestinal disease
EFO_0007549,Oncology,cancer or benign tumor|endocrine system disease
EFO_0009130,Other,infectious disease
EFO_1000270,Immunology,"gastrointestinal disease|hematologic disease|immune system disease|cancer or benign tumor|genetic, familial or congenital disease"
EFO_1001461,CVRM,cardiovascular disease
HP_0001601,Other,phenotype
HP_0032252,Other,phenotype
MONDO_0003523,CVRM,gastrointestinal disease|endocrine system disease|cancer or benign tumor
EFO_0003764,CVRM,nervous system disease|cardiovascular disease
MONDO_0002280,Other,hematologic disease|phenotype
HP_0001250,Other,phenotype
HP_0001257,Other,phenotype
EFO_0000630,Oncology,nervous system disease|cancer or benign tumor
EFO_0005701,Oncology,cancer or benign tumor
EFO_0007053,Other,phenotype
MONDO_0001501,Oncology,cancer or benign tumor
MONDO_0002601,Oncology,cancer or benign tumor
MONDO_0008978,Oncology,phenotype|cancer or benign tumor|musculoskeletal or connective tissue disease
EFO_0008498,Oncology,cancer or benign tumor
EFO_1000336,Oncology,cancer or benign tumor|respiratory or thoracic disease
EFO_0007299,Other,urinary system disease|infectious disease
EFO_0007332,Other,infectious disease|nervous system disease|phenotype
EFO_0007338,Other,infectious disease
MONDO_0016358,Respiratory,"respiratory or thoracic disease|urinary system disease|integumentary system disease|immune system disease|musculoskeletal or connective tissue disease|disorder of visual system|genetic, familial or congenital disease|phenotype"
MONDO_0019262,Rare Disease,"nervous system disease|genetic, familial or congenital disease|psychiatric disorder|nutritional or metabolic disease|phenotype"
MONDO_0600002,Other,infectious disease
HP_0000982,Other,phenotype
EFO_0002689,Immunology,immune system disease
EFO_1001492,Rare Disease,"nervous system disease|genetic, familial or congenital disease|disorder of visual system|phenotype"
MONDO_0018922,Immunology,hematologic disease|immune system disease|phenotype
MONDO_0019736,Other,urinary system disease|phenotype
EFO_0002893,Oncology,cancer or benign tumor|reproductive system or breast disease
EFO_1001111,Oncology,pregnancy or perinatal disease|cancer or benign tumor|reproductive system or breast disease
MONDO_0018944,Oncology,pregnancy or perinatal disease|reproductive system or breast disease|cancer or benign tumor
EFO_0003957,Other,"injury, poisoning or other complication|musculoskeletal or connective tissue disease"
HP_0000689,Other,phenotype
EFO_0000512,Other,reproductive system or breast disease
EFO_1000384,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0018800,Rare Disease,"genetic, familial or congenital disease|endocrine system disease|phenotype|reproductive system or breast disease"
MONDO_0020541,CVRM,endocrine system disease|cancer or benign tumor|reproductive system or breast disease
EFO_1001095,Other,gastrointestinal disease|integumentary system disease|phenotype
EFO_1000727,Other,nutritional or metabolic disease|integumentary system disease|phenotype
EFO_1000991,CVRM,nervous system disease|cardiovascular disease
MONDO_0002243,Other,hematologic disease
EFO_0005803,Other,hematologic disease
EFO_0008573,CVRM,endocrine system disease|gastrointestinal disease|psychiatric disorder
MONDO_0002334,Oncology,hematologic disease|cancer or benign tumor
MONDO_0008218,Rare Disease,"integumentary system disease|genetic, familial or congenital disease|immune system disease"
MONDO_0019297,Immunology,hematologic disease|integumentary system disease|immune system disease|phenotype
EFO_1001134,Respiratory,respiratory or thoracic disease
EFO_0000495,Other,pregnancy or perinatal disease|reproductive system or breast disease
EFO_0003837,Other,biological_process
EFO_0003944,Other,"injury, poisoning or other complication|musculoskeletal or connective tissue disease"
EFO_0005321,Other,gastrointestinal disease|musculoskeletal or connective tissue disease
EFO_0005547,Other,infectious disease
EFO_0005681,Other,infectious disease
EFO_0009686,Respiratory,respiratory or thoracic disease
EFO_0009706,Immunology,immune system disease|endocrine system disease|gastrointestinal disease|nutritional or metabolic disease|phenotype
EFO_0009909,Other,urinary system disease
EFO_0011057,Other,"nervous system disease|injury, poisoning or other complication"
EFO_1001121,CVRM,nutritional or metabolic disease|endocrine system disease|phenotype
EFO_1001152,CVRM,urinary system disease|endocrine system disease|phenotype|musculoskeletal or connective tissue disease
HP_0000737,Other,phenotype
HP_0000855,Other,phenotype
MONDO_0004647,Oncology,cancer or benign tumor
MONDO_0008231,Rare Disease,"musculoskeletal or connective tissue disease|genetic, familial or congenital disease|reproductive system or breast disease|cancer or benign tumor"
MONDO_0043771,Other,"injury, poisoning or other complication|integumentary system disease"
EFO_1001248,Other,phenotype
MONDO_0001336,Rare Disease,"nutritional or metabolic disease|genetic, familial or congenital disease|phenotype"
MONDO_0044970,Rare Disease,"genetic, familial or congenital disease"
Orphanet_309005,Rare Disease,"nutritional or metabolic disease|genetic, familial or congenital disease"
EFO_0001069,Other,nutritional or metabolic disease
EFO_0009806,Other,medical procedure
HP_0001822,Other,phenotype
EFO_0005856,Other,musculoskeletal or connective tissue disease|phenotype
EFO_0010072,Other,phenotype
EFO_0006818,Other,phenotype
EFO_1000738,Other,integumentary system disease
HP_0000999,Other,phenotype
MONDO_0004907,Other,integumentary system disease|phenotype
EFO_0003921,Other,gastrointestinal disease
EFO_0007318,CVRM,"endocrine system disease|nutritional or metabolic disease|genetic, familial or congenital disease"
EFO_0008493,CVRM,nervous system disease|cardiovascular disease
HP_0001959,Other,phenotype
MONDO_0015183,Other,gastrointestinal disease
MONDO_0017182,CVRM,"endocrine system disease|nutritional or metabolic disease|genetic, familial or congenital disease"
MONDO_0018911,Immunology,"immune system disease|genetic, familial or congenital disease|nutritional or metabolic disease|endocrine system disease|phenotype"
MONDO_0019010,Rare Disease,"genetic, familial or congenital disease|endocrine system disease|nutritional or metabolic disease"
EFO_0004191,Rare Disease,"integumentary system disease|genetic, familial or congenital disease|phenotype"
EFO_1001918,Rare Disease,"nervous system disease|genetic, familial or congenital disease|psychiatric disorder"
MONDO_0009293,Rare Disease,"nutritional or metabolic disease|genetic, familial or congenital disease"
MONDO_0019037,Rare Disease,"nervous system disease|disorder of visual system|genetic, familial or congenital disease"
MONDO_0019188,Rare Disease,"nervous system disease|genetic, familial or congenital disease|musculoskeletal or connective tissue disease"
MONDO_0019200,Rare Disease,"nervous system disease|genetic, familial or congenital disease|disorder of visual system"
EFO_0002501,Oncology,cancer or benign tumor|nervous system disease
EFO_0005567,Respiratory,gastrointestinal disease|respiratory or thoracic disease|cancer or benign tumor
EFO_0008626,Other,disorder of visual system
EFO_0011061,Other,"injury, poisoning or other complication"
MONDO_0007154,Rare Disease,"genetic, familial or congenital disease|cardiovascular disease|cancer or benign tumor"
MONDO_0008380,Oncology,nervous system disease|disorder of visual system|cancer or benign tumor
MONDO_0009925,Rare Disease,"integumentary system disease|musculoskeletal or connective tissue disease|genetic, familial or congenital disease"
MONDO_0010523,Rare Disease,"integumentary system disease|genetic, familial or congenital disease|musculoskeletal or connective tissue disease"
MONDO_0020204,Oncology,disorder of visual system|cancer or benign tumor
MONDO_1040026,Oncology,cancer or benign tumor|nervous system disease
Orphanet_85453,Rare Disease,"genetic, familial or congenital disease|disorder of visual system"
EFO_1001109,CVRM,reproductive system or breast disease|endocrine system disease|nervous system disease
HP_0001518,Other,phenotype
MONDO_0007037,Rare Disease,"genetic, familial or congenital disease|musculoskeletal or connective tissue disease|phenotype"
MONDO_0007793,Rare Disease,"genetic, familial or congenital disease|musculoskeletal or connective tissue disease|phenotype"
MONDO_0011652,Rare Disease,"genetic, familial or congenital disease"
Orphanet_269,Rare Disease,"genetic, familial or congenital disease|musculoskeletal or connective tissue disease"
EFO_0000589,Other,nutritional or metabolic disease
EFO_0000666,CVRM,endocrine system disease|cardiovascular disease|gastrointestinal disease
EFO_0008568,Other,psychiatric disorder|nervous system disease
EFO_1000652,CVRM,endocrine system disease|phenotype
EFO_1000757,Rare Disease,"integumentary system disease|genetic, familial or congenital disease"
MONDO_0004681,Other,psychiatric disorder|nervous system disease
MONDO_0008948,Rare Disease,"integumentary system disease|disorder of visual system|nervous system disease|genetic, familial or congenital disease|nutritional or metabolic disease|phenotype|psychiatric disorder"
MONDO_0010035,Rare Disease,"disorder of visual system|genetic, familial or congenital disease|nutritional or metabolic disease"
EFO_0007294,Other,infectious disease|integumentary system disease
GO_0008152,Other,biological_process
EFO_0000330,Immunology,hematologic disease|immune system disease|cancer or benign tumor|musculoskeletal or connective tissue disease
EFO_0000613,Rare Disease,"genetic, familial or congenital disease|cancer or benign tumor|musculoskeletal or connective tissue disease"
EFO_0003867,Other,musculoskeletal or connective tissue disease
EFO_0004145,Other,musculoskeletal or connective tissue disease|phenotype
EFO_0005801,CVRM,cardiovascular disease
EFO_0007126,Other,infectious disease|disorder of visual system|phenotype
EFO_0007200,Immunology,immune system disease|nervous system disease|infectious disease|gastrointestinal disease
EFO_0007208,Immunology,immune system disease|cardiovascular disease|nervous system disease|respiratory or thoracic disease|urinary system disease|phenotype
EFO_0007295,Other,infectious disease
EFO_0007313,Immunology,"urinary system disease|infectious disease|immune system disease|genetic, familial or congenital disease|reproductive system or breast disease|phenotype"
EFO_0009104,Rare Disease,"genetic, familial or congenital disease|nutritional or metabolic disease|phenotype"
EFO_0009322,CVRM,nutritional or metabolic disease|nervous system disease|disorder of visual system|cardiovascular disease
EFO_0009552,CVRM,cardiovascular disease
EFO_1000635,CVRM,cardiovascular disease|cancer or benign tumor
EFO_1000662,Other,integumentary system disease
EFO_1000706,Other,integumentary system disease
EFO_1000999,Other,musculoskeletal or connective tissue disease
EFO_1001176,Other,nervous system disease
EFO_1001887,Other,musculoskeletal or connective tissue disease
EFO_1001896,Other,musculoskeletal or connective tissue disease
EFO_1001908,Other,psychiatric disorder|nervous system disease
EFO_1001942,Respiratory,respiratory or thoracic disease|cancer or benign tumor
HP_0002043,Other,gastrointestinal disease|phenotype
HP_0002094,Other,phenotype
HP_0006536,Other,phenotype
HP_0011107,Other,phenotype
HP_0200026,Other,phenotype
MONDO_0001085,Other,urinary system disease
MONDO_0001718,Other,disorder of visual system
MONDO_0002026,Other,infectious disease
MONDO_0009387,Rare Disease,"genetic, familial or congenital disease|nutritional or metabolic disease|phenotype"
MONDO_0011972,Rare Disease,"genetic, familial or congenital disease|endocrine system disease|reproductive system or breast disease"
MONDO_0015128,CVRM,endocrine system disease
MONDO_0015129,CVRM,endocrine system disease
MONDO_0016322,Oncology,cancer or benign tumor|respiratory or thoracic disease
MONDO_0043919,Respiratory,"injury, poisoning or other complication|respiratory or thoracic disease"
EFO_0000217,Other,gastrointestinal disease
EFO_0000337,Other,gastrointestinal disease
MONDO_0001676,CVRM,"endocrine system disease|gastrointestinal disease|nutritional or metabolic disease|integumentary system disease|genetic, familial or congenital disease"
EFO_0009609,CVRM,cardiovascular disease|musculoskeletal or connective tissue disease
HP_0000093,Other,phenotype
Orphanet_303,Rare Disease,"genetic, familial or congenital disease"
EFO_1000653,Other,musculoskeletal or connective tissue disease
HP_0004326,Other,phenotype
EFO_0006835,Other,phenotype
MONDO_0015517,Immunology,"immune system disease|hematologic disease|genetic, familial or congenital disease"
EFO_0007323,Immunology,immune system disease|musculoskeletal or connective tissue disease|phenotype
MONDO_0018155,Rare Disease,"nervous system disease|genetic, familial or congenital disease"
HP_0002017,Other,phenotype
EFO_0004227,Other,infectious disease
EFO_0007427,CVRM,cardiovascular disease
EFO_1001806,Immunology,hematologic disease|immune system disease
Orphanet_47045,Rare Disease,"genetic, familial or congenital disease|immune system disease|integumentary system disease"
MONDO_0015597,Immunology,"immune system disease|integumentary system disease|genetic, familial or congenital disease"
EFO_1002029,Respiratory,respiratory or thoracic disease|musculoskeletal or connective tissue disease
EFO_0003063,Immunology,urinary system disease|immune system disease|nervous system disease|phenotype|musculoskeletal or connective tissue disease
EFO_0009260,Oncology,integumentary system disease|cancer or benign tumor
EFO_0005708,Oncology,urinary system disease|cancer or benign tumor
HP_0003418,Other,phenotype
EFO_1000728,Oncology,integumentary system disease|musculoskeletal or connective tissue disease|cancer or benign tumor
MONDO_0001836,Other,reproductive system or breast disease
MONDO_0015909,Other,hematologic disease|phenotype
MONDO_0010518,Rare Disease,"genetic, familial or congenital disease|immune system disease|hematologic disease|cancer or benign tumor|phenotype"
EFO_1001139,Other,infectious disease|gastrointestinal disease|musculoskeletal or connective tissue disease
GO_0030431,Other,biological_process
MONDO_0002260,Other,integumentary system disease
EFO_1001132,CVRM,nervous system disease|cardiovascular disease|phenotype
EFO_0004129,Rare Disease,"genetic, familial or congenital disease|nutritional or metabolic disease|nervous system disease|phenotype"
EFO_0004214,CVRM,cardiovascular disease
EFO_0007357,Other,infectious disease|integumentary system disease
EFO_0007470,Respiratory,respiratory or thoracic disease|infectious disease
EFO_0009659,CVRM,cardiovascular disease
EFO_0011048,Other,"integumentary system disease|injury, poisoning or other complication"
EFO_1000785,Rare Disease,"hematologic disease|integumentary system disease|genetic, familial or congenital disease|cancer or benign tumor"
HP_0002202,Other,integumentary system disease|phenotype
MONDO_0007947,Rare Disease,"musculoskeletal or connective tissue disease|genetic, familial or congenital disease"
EFO_0004143,Rare Disease,"nervous system disease|phenotype|genetic, familial or congenital disease"
EFO_0004320,Other,biological_process
EFO_0008526,Other,nervous system disease
HP_0000473,Other,phenotype
HP_0001249,Other,phenotype
HP_0002829,Other,phenotype
MONDO_0002815,CVRM,cardiovascular disease|musculoskeletal or connective tissue disease
MONDO_0005475,CVRM,nervous system disease|cardiovascular disease
MONDO_0010826,Rare Disease,"nervous system disease|genetic, familial or congenital disease"
MONDO_0019276,Rare Disease,"integumentary system disease|genetic, familial or congenital disease"
MONDO_0100431,CVRM,nervous system disease|cardiovascular disease
MONDO_0000845,Other,musculoskeletal or connective tissue disease
MONDO_0006058,Oncology,cancer or benign tumor
MONDO_0012579,Immunology,immune system disease|respiratory or thoracic disease
MONDO_0015253,Rare Disease,"genetic, familial or congenital disease|hematologic disease|phenotype"
EFO_0003839,Other,nervous system disease|disorder of visual system
EFO_1000880,Other,disorder of visual system|phenotype
EFO_0000326,Oncology,nervous system disease|cancer or benign tumor
EFO_0002427,Oncology,hematologic disease|cancer or benign tumor
EFO_1000388,Immunology,"hematologic disease|immune system disease|genetic, familial or congenital disease|cancer or benign tumor|musculoskeletal or connective tissue disease"
MONDO_0003537,Oncology,hematologic disease|cancer or benign tumor
MONDO_0010651,Rare Disease,"genetic, familial or congenital disease|nutritional or metabolic disease"
MONDO_0019457,Immunology,hematologic disease|immune system disease|cancer or benign tumor|musculoskeletal or connective tissue disease
EFO_1001100,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0018479,CVRM,"endocrine system disease|nutritional or metabolic disease|genetic, familial or congenital disease"
EFO_0002430,Oncology,"hematologic disease|cancer or benign tumor|immune system disease|genetic, familial or congenital disease|phenotype|musculoskeletal or connective tissue disease"
EFO_0004281,Oncology,urinary system disease|cancer or benign tumor
EFO_0006566,Oncology,gastrointestinal disease|cancer or benign tumor|integumentary system disease
EFO_0006738,Immunology,"hematologic disease|immune system disease|genetic, familial or congenital disease|cancer or benign tumor"
EFO_1000485,Respiratory,respiratory or thoracic disease|cancer or benign tumor
EFO_1001012,Oncology,cancer or benign tumor|nervous system disease
MONDO_0001879,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0002529,Oncology,integumentary system disease|cancer or benign tumor
MONDO_0003059,CVRM,gastrointestinal disease|endocrine system disease|cancer or benign tumor
MONDO_0003199,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0020654,Oncology,urinary system disease|cancer or benign tumor
MONDO_0021355,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0800207,Other,nervous system disease|phenotype
EFO_0004248,Other,reproductive system or breast disease|phenotype
EFO_1000786,Other,musculoskeletal or connective tissue disease|phenotype
EFO_1000789,Other,musculoskeletal or connective tissue disease|phenotype
HP_0002797,Other,phenotype
EFO_0008521,Respiratory,respiratory or thoracic disease
EFO_0009523,Other,gastrointestinal disease
HP_0011499,Other,phenotype
MONDO_0001330,Other,disorder of visual system
EFO_0004270,Other,nervous system disease
MONDO_0008090,Rare Disease,"hematologic disease|genetic, familial or congenital disease|immune system disease"
MONDO_0024361,Other,psychiatric disorder|nervous system disease
EFO_0000536,Oncology,cancer or benign tumor
EFO_1000654,Oncology,cancer or benign tumor
MONDO_0019460,Immunology,hematologic disease|immune system disease|cancer or benign tumor|musculoskeletal or connective tissue disease
MONDO_0100193,CVRM,endocrine system disease|gastrointestinal disease
EFO_0003895,CVRM,cardiovascular disease|phenotype
EFO_0004246,CVRM,cardiovascular disease|hematologic disease|phenotype|immune system disease
EFO_0020975,Other,medical procedure
HP_0003040,Other,phenotype
MONDO_0019737,Other,hematologic disease
EFO_0006862,Rare Disease,"genetic, familial or congenital disease|nervous system disease|disorder of ear"
MONDO_0016486,CVRM,"endocrine system disease|hematologic disease|genetic, familial or congenital disease|phenotype"
MONDO_0016487,CVRM,"endocrine system disease|hematologic disease|genetic, familial or congenital disease|phenotype"
EFO_0004267,CVRM,endocrine system disease|gastrointestinal disease|cancer or benign tumor
HP_0012450,Other,phenotype
MONDO_0019072,Other,gastrointestinal disease|phenotype
EFO_1000820,CVRM,cardiovascular disease
EFO_1001799,Other,reproductive system or breast disease
EFO_0006803,CVRM,cardiovascular disease|phenotype
EFO_1001165,Immunology,immune system disease|musculoskeletal or connective tissue disease
EFO_1001881,Other,integumentary system disease
MONDO_0013021,Immunology,"immune system disease|hematologic disease|musculoskeletal or connective tissue disease|genetic, familial or congenital disease"
MONDO_0018088,Immunology,"immune system disease|musculoskeletal or connective tissue disease|genetic, familial or congenital disease"
MONDO_0022518,Immunology,disorder of ear|nervous system disease|immune system disease
MONDO_0002508,Other,gastrointestinal disease|musculoskeletal or connective tissue disease|phenotype
EFO_0009541,Other,gastrointestinal disease
HP_0001655,Other,phenotype
MONDO_0013144,Rare Disease,"genetic, familial or congenital disease|hematologic disease|phenotype|musculoskeletal or connective tissue disease"
EFO_1001491,Other,reproductive system or breast disease
HP_0001987,Other,phenotype
EFO_1000627,CVRM,endocrine system disease
EFO_1000931,CVRM,endocrine system disease
HP_0031364,Other,hematologic disease|phenotype
MONDO_0021201,Other,infectious disease|integumentary system disease
EFO_0002503,Other,phenotype
EFO_0006772,Oncology,cancer or benign tumor
EFO_1000849,Respiratory,respiratory or thoracic disease|cancer or benign tumor
EFO_1000926,Immunology,hematologic disease|immune system disease
MONDO_0015523,CVRM,cardiovascular disease|cancer or benign tumor
MONDO_0010735,Rare Disease,"nervous system disease|genetic, familial or congenital disease"
EFO_1002017,CVRM,endocrine system disease|cancer or benign tumor
EFO_1000749,Immunology,immune system disease|integumentary system disease
EFO_1001037,Respiratory,respiratory or thoracic disease
HP_0012668,Other,phenotype
MONDO_0004938,Other,psychiatric disorder
MONDO_0002794,Oncology,cancer or benign tumor|nervous system disease
MONDO_0018648,Oncology,gastrointestinal disease|musculoskeletal or connective tissue disease|cancer or benign tumor
EFO_1000465,Oncology,cancer or benign tumor|reproductive system or breast disease
EFO_0003776,Other,medical procedure
EFO_0000178,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0004844,Oncology,cancer or benign tumor|gastrointestinal disease
MONDO_0100339,Rare Disease,"genetic, familial or congenital disease|nervous system disease"
