ensembl_id,efo_id_norm,overall_score,literature,somatic_mutation,clinical,affected_pathway,rna_expression,genetic_association,genetic_literature,animal_model
ENSG00000198502,EFO_0000095,0.07444210892451233,0.01730914076533088,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000131747,EFO_0000095,0.07428555079162506,0.012158615952232422,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000132964,EFO_0000095,0.07428555079162506,0.012158615952232422,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000156345,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000059758,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000257365,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000185324,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000155111,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000168522,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000117266,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000248333,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000250506,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000186009,EFO_0000095,0.07391597093694036,0.0,0.0,0.12158615952232422,0.0,0.0,0.0,0.0,0.0
ENSG00000149554,EFO_0000095,0.06538964328918288,0.46181364015988774,0.0,0.06079307976116211,0.0,0.0,0.0,0.0,0.0
ENSG00000196230,EFO_0000095,0.05180790935184299,0.11702667854023706,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000101162,EFO_0000095,0.049568289691531764,0.030396539880581056,0.0,0.0793687430215172,0.0,0.029137619386727997,0.0,0.0,0.0
ENSG00000176014,EFO_0000095,0.04952086137078055,0.030396539880581056,0.0,0.0793687430215172,0.0,0.025626900005197177,0.0,0.0,0.0
ENSG00000123416,EFO_0000095,0.04917465288721449,0.030396539880581056,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000104833,EFO_0000095,0.04917465288721449,0.030396539880581056,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000188229,EFO_0000095,0.04880507303252979,0.01823792392834863,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000127824,EFO_0000095,0.048250703250502736,0.0,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
ENSG00000137285,EFO_0000095,0.048250703250502736,0.0,0.0,0.0793687430215172,0.0,0.0,0.0,0.0,0.0
